"Activities" "ID" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-meanFreq()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
"LAYING" 21 0.24717033 -0.015763317 -0.10994553 -0.50504662 0.82134844 0.59556659 0.082881429 0.012285957 -0.0073113075 -0.036630821 -0.1018545 0.073638073 -0.098666146 -0.039313686 -0.054922944 -0.98504588 -0.98504588 -0.99137078 -0.98316087 -0.99448465 -0.98776185 -0.98930461 -0.99131633 -0.33464198 0.46902351 0.40105386 -0.99182412 -0.98650743 -0.99079955 0.17936343 0.062854544 0.010017785 -0.99335746 -0.98955718 -0.98746159 -0.050830383 -0.23394424 -0.25603303 -0.99091003 0.11990564 -0.99236105 0.23747821 -0.9904797 -0.13224279 -0.99447765 0.42451377 -0.98502525 -0.99207768 -0.99283527 -0.95867834 -0.99690827 -0.99529321 -0.99212039 -0.98538613 -0.99194875 -0.99473334 -0.98896837 -0.98654262 -0.99456028 -0.99346791 -0.99302554 -0.98585308 -0.98585308 -0.99264502 -0.98690233 -0.99484734 -0.98375917 -0.99321433 -0.99363521 -0.9932058 -0.98498036 -0.99156093 -0.99511222 -0.98858112 -0.98728346 -0.98400327 -0.99167393 -0.98652274 -0.99539971
"LAYING" 22 0.27150441 -0.01886848 -0.10403715 -0.12160744 0.62241705 0.7585747 0.082118684 0.015953236 -0.019591642 -0.025145442 -0.087281151 0.082983743 -0.097064244 -0.045930922 -0.05372843 -0.96023007 -0.96023007 -0.99533869 -0.97706705 -0.99562681 -0.98569818 -0.98120263 -0.97994759 -0.76058181 -0.018611701 -0.29373047 -0.99589866 -0.98773609 -0.99548905 0.24575208 0.18460591 0.056810233 -0.99170531 -0.98596512 -0.99523502 -0.20411241 -0.59163886 0.25461832 -0.98634358 -0.33931493 -0.99634154 0.4835606 -0.98715352 -0.31565934 -0.99612085 0.36260365 -0.96597799 -0.97007835 -0.94740787 -0.96729138 -0.98465533 -0.9641733 -0.99557648 -0.98729163 -0.99723738 -0.98988743 -0.96758755 -0.99360043 -0.99484268 -0.99481685 -0.99555257 -0.97435006 -0.97435006 -0.99649288 -0.97669631 -0.99656146 -0.96002954 -0.96592095 -0.93614902 -0.99555159 -0.98760041 -0.99778616 -0.98942836 -0.95998746 -0.99345086 -0.97123858 -0.99534927 -0.97443427 -0.99719381
"LAYING" 23 0.29470591 -0.01652222 -0.11488188 -0.14334372 0.6054806 0.78165015 0.06099429 -0.00055925534 0.011998524 -0.029223652 -0.064992241 0.084345254 -0.099452232 -0.033563591 -0.056621679 -0.97103915 -0.97103915 -0.97451877 -0.96315617 -0.97715597 -0.97926137 -0.95550104 -0.96439925 -0.14368703 0.12371157 0.079698175 -0.98499183 -0.96402512 -0.97433553 0.083822474 -0.19420413 -0.16065772 -0.9703241 -0.95456192 -0.97821308 -0.35070832 -0.3858323 0.02712189 -0.96660573 0.17127276 -0.97476413 0.1566143 -0.95489993 -0.2612285 -0.97581801 -0.20098902 -0.9806336 -0.95798366 -0.95998229 -0.97546149 -0.99438109 -0.97887557 -0.98547738 -0.96255651 -0.97445561 -0.973253 -0.94846949 -0.98225707 -0.97540003 -0.97307594 -0.98282933 -0.96812122 -0.96812122 -0.97761783 -0.94761254 -0.9739767 -0.98107844 -0.9609653 -0.95959242 -0.98740178 -0.96336663 -0.97286245 -0.97418615 -0.94524761 -0.98539049 -0.97295084 -0.98076648 -0.95139258 -0.97299818
"LAYING" 24 0.27584018 -0.01624594 -0.11045285 -0.29436433 0.71296451 0.70472381 0.076167712 0.023478224 -0.0048391388 -0.039805701 -0.084892535 0.05032755 -0.11017411 -0.034777415 -0.05551276 -0.98685436 -0.98685436 -0.98471928 -0.97638148 -0.99272938 -0.98719145 -0.97154825 -0.97692392 -0.067783525 0.14034675 0.14195843 -0.98499699 -0.97719516 -0.98004679 0.10034276 -0.13006848 -0.017958402 -0.97569492 -0.99089974 -0.98857405 -0.086061338 -0.18448477 0.15529542 -0.98010146 0.12602159 -0.98035093 0.21051737 -0.98295565 -0.078435829 -0.9925931 0.16504339 -0.98970563 -0.9734615 -0.97823654 -0.99709436 -0.99703535 -0.99599002 -0.98474873 -0.97806803 -0.98366925 -0.98155781 -0.9909037 -0.99021939 -0.98516848 -0.99527143 -0.99074411 -0.97842925 -0.97842925 -0.98041142 -0.98067567 -0.99207514 -0.99085989 -0.97513192 -0.97998568 -0.98580736 -0.98085408 -0.98609945 -0.983371 -0.99087687 -0.99166122 -0.97961224 -0.97882128 -0.98215795 -0.9914431
"LAYING" 25 0.2637907 -0.08554648 -0.035752597 -0.36352484 0.46314262 0.90036652 0.25195822 0.023746443 -0.10785261 0.050617754 -0.48671887 0.43428776 -0.089269603 0.010009307 -0.10871 -0.75765919 -0.75765919 -0.96700572 -0.73711769 -0.96713239 -0.76112024 -0.94266375 -0.84443379 -0.39862983 -0.43916465 -0.28455088 -0.96646822 -0.9708214 -0.94452346 -0.42416061 0.039298328 0.3483101 -0.96728937 -0.91529979 -0.90500244 0.17545307 0.27484999 -0.19765162 -0.67103915 -0.18273814 -0.94223333 -0.020949079 -0.8908373 -0.072865418 -0.9464822 0.1894904 -0.73014061 -0.87687892 -0.78013236 -0.48201555 -0.85574827 -0.68036142 -0.96444674 -0.97399618 -0.95508236 -0.97499358 -0.91871017 -0.8942638 -0.96686145 -0.95045658 -0.97496581 -0.64353132 -0.64353132 -0.94606329 -0.86048342 -0.94273415 -0.71860031 -0.85906417 -0.76466823 -0.96534089 -0.98065791 -0.96550304 -0.97738844 -0.92137164 -0.9003813 -0.68338264 -0.9503169 -0.86472311 -0.94149299
"LAYING" 26 0.28932124 -0.014429655 -0.11205116 -0.38984099 0.44352737 0.91768196 0.07063047 0.0082952753 0.020624046 -0.027210652 -0.058899426 0.085449602 -0.10378898 -0.018435644 -0.055306053 -0.97562378 -0.97562378 -0.98936662 -0.967476 -0.98204526 -0.97861566 -0.99119489 -0.98940262 -0.62835861 0.010996355 0.79812931 -0.98596652 -0.99435475 -0.9858677 0.19094068 0.12174104 0.13303394 -0.98394281 -0.96363711 -0.99489655 0.21924048 0.019051848 0.4499824 -0.98164543 -0.19996035 -0.98716407 -0.069431452 -0.96826524 0.20576438 -0.98138428 0.33691931 -0.96485016 -0.98403325 -0.99158364 -0.97030451 -0.98859075 -0.99072383 -0.98576435 -0.99388142 -0.98664183 -0.98681066 -0.95352109 -0.99608001 -0.98468011 -0.9775623 -0.99424462 -0.96954715 -0.96954715 -0.98662086 -0.96702946 -0.98191594 -0.96015137 -0.98071073 -0.99299867 -0.986786 -0.99367124 -0.98576725 -0.98764843 -0.94835114 -0.99690744 -0.96704949 -0.98431072 -0.97165834 -0.98348236
"LAYING" 27 0.27309402 -0.018716085 -0.10698157 -0.47125029 0.78038648 0.64929075 0.079517615 0.021797709 -0.018005745 -0.024517664 -0.083647501 0.085062322 -0.094901281 -0.041744244 -0.050013445 -0.99097295 -0.99097295 -0.99042624 -0.97966424 -0.98596684 -0.99145104 -0.98817776 -0.98585973 -0.2620245 0.5627969 0.41155062 -0.99299288 -0.98711804 -0.98807937 0.15574399 0.03696428 0.16679976 -0.98590353 -0.97663257 -0.99404661 0.21788677 -0.10443783 0.37815759 -0.99051776 0.38490574 -0.99143549 0.4570556 -0.98060439 0.15428254 -0.98479895 0.36645445 -0.98980778 -0.99220054 -0.98556949 -0.9874931 -0.99592457 -0.9886513 -0.99278325 -0.98756783 -0.98833313 -0.98996556 -0.97189125 -0.99511914 -0.98408292 -0.98337045 -0.99366978 -0.99210149 -0.99210149 -0.99191232 -0.98116691 -0.98578778 -0.98895508 -0.99428552 -0.98561178 -0.99315333 -0.98908236 -0.98691725 -0.99125699 -0.96933559 -0.9959449 -0.99368011 -0.99123753 -0.98478641 -0.98793765
"LAYING" 28 -0.46644048 -0.61809842 0.94879499 -0.60893979 0.83393567 0.40864352 0.20964082 -0.21690752 -0.39327375 -0.21512175 -0.054827021 -0.055707481 0.064604725 -0.063162554 0.10549619 0.56145705 0.56145705 -0.90902382 -0.68275366 -0.93647607 -0.80354187 -0.48421828 -0.51318335 -0.40679559 -0.38694586 -0.12500356 -0.93784915 -0.85676646 -0.92311494 -0.17277354 -0.42154867 -0.0043019508 -0.72088381 -0.89535065 -0.76673876 -0.017878943 -0.53546363 0.10151579 -0.76443074 -0.22109564 -0.9067986 0.13289378 -0.84463182 -0.31568295 -0.93738222 0.008963177 -0.78976409 -0.057347521 -0.35277386 -0.1493482 -0.18518682 1 -0.93921481 -0.85999057 -0.93659367 -0.74015207 -0.8740046 -0.78414906 -0.91176184 -0.94609139 -0.9369736 -0.73954508 -0.73954508 -0.91352425 -0.75512771 -0.93998805 -0.78434273 0.047915676 -0.32256251 -0.94644839 -0.87448029 -0.95003381 -0.74783711 -0.86316506 -0.80976166 -0.7659027 -0.92223786 -0.74585337 -0.94766874
"LAYING" 29 0.24979959 -0.090851731 -0.46870909 -0.10345912 0.89504335 -0.32205307 0.06577436 0.079918694 0.36967457 -0.18275284 0.0090411539 0.011743429 -0.15292868 -0.038766655 -0.031656911 -0.60920349 -0.60920349 -0.98166526 -0.80319877 -0.98839672 -0.98622666 -0.89593986 -0.54332293 -0.43060036 -0.22941479 -0.20735755 -0.99369359 -0.98656157 -0.97055025 0.19299307 -0.014348636 0.084630861 -0.88146737 -0.99156297 -0.95932625 -0.31322108 -0.31531923 -0.20632844 -0.59054845 -0.37557804 -0.97904818 0.41524618 -0.94875098 -0.52322758 -0.985033 0.20112872 -0.98292541 -0.81562168 -0.27592243 -0.97107261 -0.79233526 0.027841311 -0.99445248 -0.98696505 -0.97548518 -0.87727293 -0.9886309 -0.95603981 -0.97082892 -0.99578902 -0.9890007 -0.32944675 -0.32944675 -0.98157368 -0.90537602 -0.98418903 -0.98145502 -0.79442547 -0.20924105 -0.99600601 -0.9884551 -0.97929472 -0.87764858 -0.98699643 -0.95879593 -0.32442901 -0.98433085 -0.89803501 -0.98362033
"LAYING" 30 0.26383385 -0.019790692 -0.10330371 -0.70550427 0.81470136 0.58975128 0.070976401 0.011158864 0.0029971604 -0.028634248 -0.067456348 0.086328751 -0.099063768 -0.044062471 -0.058897714 -0.97871195 -0.97871195 -0.9897771 -0.97351731 -0.99084124 -0.98542287 -0.98953337 -0.98918907 -0.70311631 0.15262887 0.55009266 -0.99182603 -0.99022064 -0.98508507 -0.16794206 0.10528863 0.24778451 -0.98811097 -0.97798283 -0.98920167 0.27874593 -0.67386328 0.1152366 -0.98946835 -0.064858803 -0.9917515 0.42066926 -0.97787007 -0.29124067 -0.99005639 0.51755166 -0.97214818 -0.99130894 -0.99126184 -0.97396986 -0.99659397 -0.99308025 -0.99209627 -0.99080001 -0.98668795 -0.99271036 -0.95994927 -0.98885732 -0.98717019 -0.99008791 -0.99372005 -0.98552813 -0.98552813 -0.99269372 -0.9705057 -0.99116764 -0.96774355 -0.99180582 -0.99261532 -0.99314847 -0.99228336 -0.98673454 -0.99436675 -0.95195912 -0.989596 -0.98431218 -0.99271655 -0.97054927 -0.99316853
"SITTING" 1 0.28027973 -0.017090635 -0.10747276 -0.55635021 0.56144897 0.84825129 0.073978308 0.0068446482 0.0036800308 -0.0278789 -0.073590311 0.087707018 -0.098128604 -0.041028696 -0.055948062 -0.99551741 -0.99551741 -0.99313532 -0.99858965 -0.99884072 -0.99238295 -0.99196544 -0.99353879 -0.066337645 0.29838802 0.24982012 -0.99092194 -0.99152362 -0.99317809 0.13605352 0.14619289 0.094996563 -0.99818435 -0.99828658 -0.99656687 0.20618566 0.059720167 0.37176156 -0.99777255 0.72604797 -0.99551776 0.46359629 -0.9993491 0.47714794 -0.99955117 0.86051233 -0.99345991 -0.99397067 -0.99333166 -0.9952386 -0.99906591 -0.99769043 -0.99083381 -0.99123144 -0.994681 -0.99816834 -0.99836173 -0.99691055 -0.99812191 -0.99857029 -0.99715475 -0.99821038 -0.99821038 -0.99626873 -0.99924137 -0.99949709 -0.99388732 -0.99447116 -0.99280821 -0.99153381 -0.99145224 -0.9947919 -0.99809449 -0.99835246 -0.99726201 -0.99812681 -0.99626854 -0.99916231 -0.99908303
"SITTING" 2 0.27009168 -0.017611579 -0.10851207 -0.55683998 0.59636769 0.82801046 0.072759423 0.018922276 2.5666511e-05 -0.027634784 -0.072661981 0.086764943 -0.10012833 -0.039058097 -0.053453683 -0.9883157 -0.9883157 -0.99163955 -0.99036563 -0.99386747 -0.98947575 -0.98650372 -0.9903428 -0.23183113 0.30967615 0.14718575 -0.99053477 -0.9876276 -0.99164702 0.13096904 0.021595927 0.10811764 -0.99369793 -0.98824166 -0.99478346 0.15034166 -0.31818607 0.66335999 -0.9941645 0.33810493 -0.99202909 0.39092623 -0.99139756 0.18757105 -0.99464493 0.39985154 -0.98571658 -0.98733476 -0.9901656 -0.99470687 -0.99683723 -0.99603956 -0.98997791 -0.9869503 -0.99349654 -0.99523933 -0.98505338 -0.99608151 -0.99433629 -0.99316941 -0.99233953 -0.99373956 -0.99373956 -0.99299166 -0.99021487 -0.99522579 -0.98409463 -0.98749051 -0.98991687 -0.99018646 -0.98698326 -0.99400765 -0.99568784 -0.98328232 -0.99697086 -0.99344871 -0.9932781 -0.99082464 -0.99616186
"SITTING" 3 0.27492347 -0.012784209 -0.11042277 -0.70701067 -0.19222212 -0.99594761 0.074137453 0.011777158 -0.011167855 -0.026210958 -0.074851093 0.085151351 -0.096179865 -0.04276022 -0.053469907 -0.99362404 -0.99362404 -0.99504897 -0.99438437 -0.99831631 -0.99567996 -0.98955153 -0.99318147 -0.10568903 -0.10488799 0.63888063 -0.99555917 -0.99313062 -0.99036273 0.13459525 0.11739051 0.19618281 -0.9909065 -0.99740854 -0.99836614 -0.20972303 -0.081882597 0.22625 -0.99633325 0.19983588 -0.99424077 0.52933974 -0.99466733 -0.058425443 -0.99799726 0.3597769 -0.99594658 -0.98361456 -0.995006 -0.99833109 -0.98925783 -0.99729501 -0.99554811 -0.99345659 -0.99264567 -0.99107242 -0.99634546 -0.99846933 -0.99439554 -0.99883925 -0.99850226 -0.9948606 -0.9948606 -0.99548191 -0.99292097 -0.99829136 -0.99597762 -0.98076691 -0.99590612 -0.99592098 -0.99438374 -0.99368803 -0.99108533 -0.99563924 -0.99860178 -0.99365594 -0.9965626 -0.99266925 -0.99861174
"SITTING" 4 0.27601673 -0.017467102 -0.11263985 -0.29979739 0.80141405 0.59561652 0.078829907 0.0069416133 0.0076275685 -0.027671041 -0.073738752 0.087616493 -0.098670543 -0.041317284 -0.051822466 -0.99495804 -0.99495804 -0.99145124 -0.99836434 -0.99856641 -0.99153327 -0.99089453 -0.99111469 0.075029774 0.34234349 0.49854679 -0.98960928 -0.98978998 -0.99008128 0.011847828 0.098043722 0.42158602 -0.99885054 -0.99753646 -0.99432346 0.33220593 0.058419254 0.44638161 -0.99357719 0.55606921 -0.99306907 0.34608208 -0.9979184 0.3058507 -0.99888557 0.24500005 -0.99265619 -0.99375927 -0.99255002 -0.99874686 -0.99850578 -0.99335517 -0.98948832 -0.9895483 -0.99241408 -0.99909215 -0.99762358 -0.9949583 -0.99890092 -0.99829774 -0.99543257 -0.99509328 -0.99509328 -0.99352887 -0.99764596 -0.99879287 -0.9930923 -0.99488585 -0.99330256 -0.99027002 -0.98995992 -0.99351332 -0.99914178 -0.99762268 -0.99558466 -0.99630872 -0.99282684 -0.99767687 -0.99834553
"SITTING" 5 0.27393182 -0.017532669 -0.10661604 -0.3625384 0.6287367 0.79203287 0.079310903 0.012359534 -0.0063585537 -0.025266483 -0.076550991 0.082854526 -0.098313604 -0.042142472 -0.050707326 -0.99638968 -0.99638968 -0.99459121 -0.99599292 -0.9990258 -0.99405507 -0.99478216 -0.99286789 -0.082517952 0.16734513 0.28264954 -0.99457527 -0.99504072 -0.99295397 0.1420237 0.064078784 4.4137408e-05 -0.99814198 -0.99588309 -0.99796469 0.041394359 -0.31231594 0.60845145 -0.99842183 0.69429414 -0.99767676 0.48896976 -0.99856818 0.1171472 -0.99867907 0.55555825 -0.9946338 -0.99573 -0.99372357 -0.99905436 -0.9985586 -0.99617615 -0.99464369 -0.99436351 -0.99334598 -0.99757899 -0.99405663 -0.99876367 -0.99920211 -0.99790472 -0.99781915 -0.99925469 -0.99925469 -0.9980991 -0.99748137 -0.99899473 -0.99481018 -0.99543581 -0.99394419 -0.99520192 -0.99385693 -0.99211826 -0.99733362 -0.99296788 -0.99927211 -0.9995413 -0.9976223 -0.99689456 -0.99936757
"SITTING" 6 0.32013346 -0.0134641 -0.1206382 -0.44970918 0.78418041 0.63821748 0.07013669 0.021888413 0.0036314769 -0.022752047 -0.088845836 0.073645156 -0.10050534 -0.040055833 -0.054011221 -0.96005689 -0.96005689 -0.97209908 -0.95313786 -0.97216612 -0.95514711 -0.96038719 -0.96815298 -0.4330088 0.093421256 0.11634853 -0.96027595 -0.96630876 -0.97240828 -0.12641884 -0.30391259 -0.15182803 -0.97580069 -0.93892312 -0.93731943 -0.31681926 -0.34248071 -0.54475141 -0.94337067 -0.10795013 -0.95767527 -0.14510456 -0.93861626 -0.25229452 -0.95378663 -0.39665846 -0.95662445 -0.96287724 -0.96514591 -0.9471214 -0.99327568 -0.97305177 -0.96108083 -0.96710645 -0.97394179 -0.97466265 -0.93901288 -0.93306517 -0.98173343 -0.95399725 -0.96637289 -0.93964061 -0.93964061 -0.95439181 -0.92459537 -0.94520567 -0.95706352 -0.96555737 -0.96516221 -0.96561696 -0.97056223 -0.97378641 -0.97454505 -0.93940682 -0.93761906 -0.94572636 -0.9487981 -0.92804288 -0.93860843
"SITTING" 7 0.27575308 -0.010254163 -0.10953993 0.91804484 0.11075236 0.24215779 0.078041643 0.0022788303 0.00032433433 -0.0205397 -0.07794798 0.1130666 -0.098866684 -0.039129192 -0.0561853 -0.99244845 -0.99244845 -0.99445797 -0.98791917 -0.99806289 -0.99517752 -0.98601658 -0.99559365 0.0054948253 0.1693893 0.36425922 -0.99372643 -0.99114356 -0.99369668 0.47102697 0.13531927 0.12367331 -0.99797558 -0.99556852 -0.99259883 0.26860952 0.11563637 -0.18651924 -0.99474731 0.35262532 -0.99582381 0.34883212 -0.99531208 -0.046008979 -0.99734832 0.26220082 -0.99600622 -0.98294879 -0.99649629 -0.99725498 -0.98177939 -0.9968412 -0.99323615 -0.99142793 -0.99458561 -0.99858894 -0.99576685 -0.99012872 -0.99831739 -0.99675178 -0.9961927 -0.99395981 -0.99395981 -0.99595567 -0.99300736 -0.99733518 -0.99635802 -0.98135644 -0.99655181 -0.99322218 -0.99243433 -0.99394313 -0.99877663 -0.99584964 -0.99002875 -0.99335271 -0.99474546 -0.99239496 -0.9970916
"SITTING" 8 0.27933873 -0.0073438173 -0.10514613 0.9284597 -0.14037077 0.26053723 0.07722138 0.0062990781 -0.011743608 -0.023027464 -0.096940071 0.10846397 -0.10086209 -0.042712646 -0.046896675 -0.97791743 -0.97791743 -0.98850068 -0.98361494 -0.99349261 -0.99444916 -0.97728222 -0.97942603 0.056850497 -0.0051130487 0.0017835961 -0.99319995 -0.98145052 -0.98731722 0.33650627 -0.062246414 0.097761396 -0.99106354 -0.98978714 -0.98428805 0.28254747 -0.32758132 0.027694402 -0.98502084 0.15245293 -0.99160209 0.49378332 -0.9903676 -0.012251406 -0.99423525 0.25204099 -0.99521536 -0.97273765 -0.96572771 -0.99724502 -0.97326591 -0.97130215 -0.99331103 -0.98197246 -0.98854981 -0.99413107 -0.98688734 -0.98481026 -0.9911111 -0.99391533 -0.99071565 -0.98450154 -0.98450154 -0.99303287 -0.98423521 -0.99400384 -0.99550818 -0.97108108 -0.96028853 -0.99404369 -0.98398313 -0.98820253 -0.99516749 -0.98526054 -0.9862358 -0.98549602 -0.99427936 -0.98292042 -0.99367594
"SITTING" 9 0.26184609 0.012139631 -0.17727136 0.97196068 0.011235204 -0.053938311 0.068500629 0.040405001 -0.1328839 -0.033696544 -0.20045292 0.060306616 -0.13962892 -0.037865317 -0.01834303 -0.90496078 -0.90496078 -0.9684248 -0.91730846 -0.96940717 -0.97467596 -0.8957912 -0.84910957 -0.3353551 -0.34675352 -0.035602747 -0.97697564 -0.94651702 -0.96774374 -0.23401948 -0.55216346 -0.28845404 -0.94004656 -0.92058823 -0.90909456 0.15623357 -0.68480974 -0.23274466 -0.86150637 -0.32516253 -0.96105438 0.0095061927 -0.89549223 -0.36263286 -0.96690056 -0.30277755 -0.97828101 -0.87117165 -0.81354023 -0.99706315 -0.97722293 -0.96465042 -0.97568106 -0.94493757 -0.97274574 -0.95794497 -0.89605899 -0.90526787 -0.96880866 -0.96297977 -0.96225982 -0.80762307 -0.80762307 -0.95920071 -0.8494788 -0.95808103 -0.97981283 -0.86661912 -0.80842146 -0.97635747 -0.94689496 -0.97655581 -0.9637793 -0.88395479 -0.91249323 -0.81144675 -0.95526134 -0.84746277 -0.95069565
"SITTING" 10 0.27861767 -0.014431964 -0.11842574 0.66586596 0.50164904 0.28409076 0.080707166 0.0021998952 -0.011514917 -0.034816268 -0.072964044 0.1186238 -0.099881535 -0.031612652 -0.076814516 -0.98125672 -0.98125672 -0.98569469 -0.97680056 -0.98665848 -0.98679137 -0.97814338 -0.98078084 -0.094634363 0.42244734 -0.06457581 -0.98659108 -0.97723987 -0.98834765 0.11046273 0.079684123 -0.031917731 -0.98160705 -0.98292181 -0.97392567 0.1230346 -0.013006878 0.5183466 -0.98588062 0.28030387 -0.98910068 0.42924032 -0.97936741 -0.069892141 -0.98763354 0.14303755 -0.98775052 -0.98249869 -0.96989556 -0.98528919 -0.98840111 -0.97706957 -0.98547529 -0.97825097 -0.99102739 -0.98717964 -0.97936693 -0.97541208 -0.97893528 -0.98841096 -0.98645649 -0.98465545 -0.98465545 -0.9902046 -0.9749763 -0.98696218 -0.98804222 -0.98523374 -0.96541796 -0.98545883 -0.98122469 -0.99252851 -0.98898747 -0.97740553 -0.97803008 -0.98516268 -0.9906358 -0.97603773 -0.98649878
"SITTING" 11 0.27252292 -0.014373235 -0.10327779 0.87774671 0.23907943 0.23116029 0.078105273 -0.00077285121 0.0096826583 -0.029775312 -0.066788135 0.081743342 -0.093367862 -0.042188171 -0.05401301 -0.98900407 -0.98900407 -0.98153335 -0.98618024 -0.98616233 -0.99139362 -0.97170387 -0.97942218 0.18163598 0.52698906 0.25749221 -0.98755998 -0.96748529 -0.98025803 0.41251768 -0.040413698 -0.0083482295 -0.9813715 -0.98311428 -0.97070398 0.19512401 0.11005268 0.073953493 -0.97786807 0.46014701 -0.9818703 0.20089426 -0.97655833 0.20732938 -0.98378963 -0.095189712 -0.99379284 -0.97581139 -0.98170589 -0.99648356 -0.99275065 -0.99722912 -0.98761617 -0.96705811 -0.9839291 -0.98764201 -0.98560758 -0.97733077 -0.98426897 -0.98545869 -0.9750325 -0.98162734 -0.98162734 -0.98080945 -0.9763147 -0.98109325 -0.99504685 -0.97872945 -0.98390507 -0.98879129 -0.9688665 -0.98643438 -0.98975363 -0.98743915 -0.982045 -0.98627567 -0.97780349 -0.98006519 -0.97857685
"SITTING" 12 0.27802325 -0.025114053 -0.1144541 0.97464864 0.0032669169 0.023979685 0.072180059 0.0010110068 -0.064677375 -0.015481165 -0.1408789 0.1105247 -0.079545728 -0.063287151 -0.05320831 -0.90175165 -0.90175165 -0.96692104 -0.92367716 -0.97241971 -0.98087684 -0.93732956 -0.89100689 0.062196212 -0.36358032 -0.35174503 -0.9764445 -0.96301305 -0.95555759 0.14203212 -0.39053676 -0.36630622 -0.93420105 -0.94271213 -0.95055612 -0.37686911 -0.35924362 -0.47735505 -0.93498245 -0.34622925 -0.96813575 -0.29159304 -0.92996431 -0.26851863 -0.97284446 -0.094359826 -0.9852695 -0.91646519 -0.80781564 -0.99776452 -0.97982416 -0.90531347 -0.97534709 -0.96362442 -0.96153484 -0.93831306 -0.92922365 -0.94101303 -0.96128969 -0.9737893 -0.9749401 -0.91687087 -0.91687087 -0.96552571 -0.91465737 -0.97184595 -0.98740285 -0.91110438 -0.7843677 -0.97627702 -0.96707207 -0.96623836 -0.93992122 -0.92234105 -0.94328995 -0.91948528 -0.9606487 -0.91893609 -0.97207779
"SITTING" 13 0.26265734 0.0033490228 -0.13656841 0.88200089 0.24453242 0.21268816 0.076997873 -0.0096468246 0.0455464 -0.18651662 -0.23861256 -0.34036878 -0.054834002 -0.018830048 0.036384859 -0.94455138 -0.94455138 -0.98716289 -0.73347767 -0.9924463 -0.98675444 -0.95728361 -0.93976979 -0.34464447 -0.32305675 -0.25810343 -0.98828062 -0.98810982 -0.98051886 0.10555247 -0.45066518 -0.13628924 -0.92919034 -0.97195335 -0.86618967 -0.063809207 -0.32615751 0.00080852084 -0.94074155 -0.31660602 -0.98588919 0.55298813 -0.88162947 -0.21874293 -0.99392467 0.14441076 -0.98552166 -0.93399708 -0.90262917 -0.9732851 -0.92746099 -0.86370327 -0.98828316 -0.98807037 -0.98377384 -0.93027264 -0.96277204 -0.85182042 -0.99416455 -0.99202071 -0.99239083 -0.91573149 -0.91573149 -0.98705144 -0.81730446 -0.99431978 -0.98483401 -0.92702849 -0.89135533 -0.98932965 -0.98885961 -0.98574002 -0.93121757 -0.95810838 -0.86069273 -0.91570149 -0.98745056 -0.81123258 -0.99491227
